Company,Description,Rate,Comments Number,Number bought last month,Actual Price,Basic Price,URL
N/A,"Écouteurs Bluetooth 5.3, Écouteur sans Fil avec 4 ENC Réduction Antibruit Mic Casque Bluetooth Hi-FI Son Stéréo, 36 Heures Durée de Lecture, IP7 Etanche, Écran LED, Contrôle Tactile","4,5",48285,4000,23.98,89.99,https://www.amazon.fr/%C3%89couteurs-Bluetooth-%C3%89couteur-R%C3%A9duction-Oreillette/dp/B0BCKHQGJN/ref=sr_1_11?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-11
JBL,JBL Wave 200TWS – Écouteurs intra-auriculaires véritablement sans fil - Avec technologie Bluetooth et assistant vocal – Autonomie jusqu'à 25 hrs – Étui de recharge inclus - Noir,"4,1",17189,2000,47.00,N/A,https://www.amazon.fr/JBL-Wave-200TWS-intra-auriculaires-v%C3%A9ritablement/dp/B09HGGV5R5/ref=sr_1_12?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-12
SHOKZ,"SHOKZ OpenSwim Pro Casque à conduction osseuse, écouteurs sans fil à oreilles libres, IP68, Bluetooth 5.4, stockage MP3 32 Go, micros à annulation de bruit, 9 h d'autonomie pour courir et nager - Gris","4,4",816,1000,159.00,159.00,https://www.amazon.fr/SHOKZ-conduction-%C3%A9couteurs-annulation-dautonomie/dp/B0CS3JBP67/ref=sr_1_13?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-13
SHOKZ,"SHOKZ OpenMove Casque à Conduction osseuse, écouteurs Bluetooth Oreilles Libres pour Le Sport avec Micro, Casque sans Fil étanche IP55, 6 Heures d'autonomie, Autocollants, Gris","4,4",17903,2000,64.00,64.00,https://www.amazon.fr/OpenMove-Conduction-%C3%89couteurs-Bluetooth-dAutonomie/dp/B09BW29FJS/ref=sr_1_14?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-14
Samsung,"Samsung Galaxy Buds FE Écouteurs sans fil, Réduction active du bruit, Ajustement confortable, 3 Micros, Commande tactile, Basses profondes, Graphite, Version FR","4,4",355,2000,N/A,N/A,https://www.amazon.fr/%C3%89couteurs-R%C3%A9duction-Ajustement-confortable-profondes/dp/B0CHBPHSPC/ref=sr_1_15?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-15
BERIBES,BERIBES Casque Bluetooth sans Fil - Durée de Lecture : 65 h -avec Micro 6 Modes EQ - Style Around-Ear - avec Microphone - pour iPhone/iPad/Android/Ordinateurs Portables,"4,5",26672,4000,24.99,26.99,https://www.amazon.fr/BERIBES-Casque-Bluetooth-sans-Fil/dp/B09MKH7HDX/ref=sr_1_16?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-16
Marshall,"Marshall Casque Bluetooth supra-auriculaire Major IV, écouteurs sans fil, pliables, autonomie sans fil de plus de 80 heures, noir","4,7",11275,2000,89.99,149.00,https://www.amazon.fr/Marshall-Major-Casque-Audio-Bluetooth/dp/B08KHT2HDT/ref=sr_1_17?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-17
Apple,"Apple AirPods Max Casque Circum-auriculaire sans Fil, réduction Active du Bruit de Niveau Pro, Mode Transparence, Audio Spatial personnalisé, Recharge USB C, Minuit","4,5",8135,500,579.00,N/A,https://www.amazon.fr/Apple-Circum-auriculaire-r%C3%A9duction-Transparence-personnalis%C3%A9/dp/B0DGHXBDQQ/ref=sr_1_18?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-18
SHOKZ,"SHOKZ OpenRun Pro Casque à Conduction osseuse, écouteurs Bluetooth oreillles Libres pour Le Sport avec Micro, Casque sans Fil étanche IP55, 10H d'autonomie, Bandeau de Sport Noir","4,6",13166,2000,129.00,129.00,https://www.amazon.fr/Conduction-%C3%89couteur-Bluetooth-Oreilles-VTT%E3%80%902022/dp/B09BVXT8TJ/ref=sr_1_19?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-19
Samsung,"Samsung Galaxy Buds3 Pro, Écouteurs sans Fil, Réduction Active de Bruit, Bluetooth, Argent, Audio 360, Galaxy AI, chargeur secteur inclus, (Version FR) [Exclusivité Amazon]","4,2",85,2000,249.00,189.99,https://www.amazon.fr/Samsung-%C3%89couteurs-R%C3%A9duction-Bluetooth-Exclusivit%C3%A9/dp/B0D45XNBKR/ref=sr_1_20?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-20
Jesebang,"Jesebang Ecouteurs Bluetooth sans Fil Sport, 2024 Écouteur Bluetooth 5.3 HiFi Stéréo, Ecouteurs sans Fil avec ENC Mic, Oreillette Bluetooth Running IP7 Étanche, 40H Casque Bluetooth Écran LED, Noir","4,5",12808,3000,23.99,49.99,https://www.amazon.fr/Jesebang-Ecouteurs-Bluetooth-%C3%89couteur-Oreillette/dp/B0C5351V75/ref=sr_1_21?dib=eyJ2IjoiMSJ9.oN2YZNRAeYx0wHI0XuBgKy61LreeKf-APdy4AylqTrljdpwGApYE3CCA1GqpGH1S7qQVHZKaNUbIPx4fFi4yZrzii2HFYyYHOOJa6c3mwRETQdrasFvXgej6pY2M4bLwyXMsUFzdl7AEtuLH1_skOPnkRe7xzuHl3ZeqswHGHZdf7IMDW9eq7jECoTWIJa92qo2HAaWEMo7KtqCEbYSMml9M9xFDDrRU6-uz9kB6ZHxt8J2Wie3o1a0RLxdwEKm-LbcVxu8sMEbJkokbSu-4gu4PmBrgHEMvd-MyyqV1r4nOmoc63usDasmWRr2COKy38njzwmwaORjs2jhZ3qfsawqib9dEq8YJM_SOpa8DMX8.8czU2krFZX2v2WVVwoNAnw5iiMKtFm7zgoefXbAKYgA&dib_tag=se&nsdOptOutParam=true&qid=1734522315&refinements=p_72%3A437873031&s=electronics&sr=1-21
